id,LOAN__ACCRUE_INTEREST_FROM__C,LOAN__CHARGE_TYPE__C,LOAN__DATE__C,LOAN__FEE__C,LOAN__INTEREST_BEARING__C,LOAN__INTEREST_RATE__C,LOAN__LOAN_ACCOUNT__C,LOAN__ORIGINAL_AMOUNT__C,LOAN__PAID_AMOUNT__C,LOAN__WAIVE__C,LOAN__PAID__C,LOAN__CALCULATED_INTEREST3__C,LOAN__LAST_ACCRUAL_DATE__C,LOAN__INTEREST_DUE__C,LOAN__PRINCIPAL_DUE__C
bulk_c101,,Other,2013-01-04,f3,FALSE,,bulk_l1,100,0,FALSE,FALSE,0,,0,100
bulk_c102,,Other,2013-01-04,f3,FALSE,,bulk_l2,100,0,FALSE,FALSE,0,,0,100
bulk_c103,,Other,2013-01-04,f3,FALSE,,bulk_l3,100,0,FALSE,FALSE,0,,0,100
bulk_c104,,Other,2013-01-04,f3,FALSE,,bulk_l4,100,0,FALSE,FALSE,0,,0,100
bulk_c105,,Other,2013-01-04,f3,FALSE,,bulk_l5,100,0,FALSE,FALSE,0,,0,100
bulk_c106,,Other,2013-01-04,f3,FALSE,,bulk_l6,100,0,FALSE,FALSE,0,,0,100
bulk_c107,,Other,2013-01-04,f3,FALSE,,bulk_l7,100,0,FALSE,FALSE,0,,0,100
bulk_c108,,Other,2013-01-04,f3,FALSE,,bulk_l8,100,0,FALSE,FALSE,0,,0,100
bulk_c109,,Other,2013-01-04,f3,FALSE,,bulk_l9,100,0,FALSE,FALSE,0,,0,100
bulk_c110,,Other,2013-01-04,f3,FALSE,,bulk_l10,100,0,FALSE,FALSE,0,,0,100
bulk_c111,,Other,2013-01-04,f3,FALSE,,bulk_l11,100,0,FALSE,FALSE,0,,0,100
bulk_c112,,Other,2013-01-04,f3,FALSE,,bulk_l12,100,0,FALSE,FALSE,0,,0,100
bulk_c113,,Other,2013-01-04,f3,FALSE,,bulk_l13,100,0,FALSE,FALSE,0,,0,100
bulk_c114,,Other,2013-01-04,f3,FALSE,,bulk_l14,100,0,FALSE,FALSE,0,,0,100
bulk_c115,,Other,2013-01-04,f3,FALSE,,bulk_l15,100,0,FALSE,FALSE,0,,0,100
bulk_c116,,Other,2013-01-04,f3,FALSE,,bulk_l16,100,0,FALSE,FALSE,0,,0,100
bulk_c117,,Other,2013-01-04,f3,FALSE,,bulk_l17,100,0,FALSE,FALSE,0,,0,100
bulk_c118,,Other,2013-01-04,f3,FALSE,,bulk_l18,100,0,FALSE,FALSE,0,,0,100
bulk_c119,,Other,2013-01-04,f3,FALSE,,bulk_l19,100,0,FALSE,FALSE,0,,0,100
bulk_c120,,Other,2013-01-04,f3,FALSE,,bulk_l20,100,0,FALSE,FALSE,0,,0,100
bulk_c121,,Other,2013-01-04,f3,FALSE,,bulk_l21,100,0,FALSE,FALSE,0,,0,100
bulk_c122,,Other,2013-01-04,f3,FALSE,,bulk_l22,100,0,FALSE,FALSE,0,,0,100
bulk_c123,,Other,2013-01-04,f3,FALSE,,bulk_l23,100,0,FALSE,FALSE,0,,0,100
bulk_c124,,Other,2013-01-04,f3,FALSE,,bulk_l24,100,0,FALSE,FALSE,0,,0,100
bulk_c125,,Other,2013-01-04,f3,FALSE,,bulk_l25,100,0,FALSE,FALSE,0,,0,100
bulk_c126,,Other,2013-01-04,f3,FALSE,,bulk_l26,100,0,FALSE,FALSE,0,,0,100
bulk_c127,,Other,2013-01-04,f3,FALSE,,bulk_l27,100,0,FALSE,FALSE,0,,0,100
bulk_c128,,Other,2013-01-04,f3,FALSE,,bulk_l28,100,0,FALSE,FALSE,0,,0,100
bulk_c129,,Other,2013-01-04,f3,FALSE,,bulk_l29,100,0,FALSE,FALSE,0,,0,100
bulk_c130,,Other,2013-01-04,f3,FALSE,,bulk_l30,100,0,FALSE,FALSE,0,,0,100
bulk_c131,,Other,2013-01-04,f3,FALSE,,bulk_l31,100,0,FALSE,FALSE,0,,0,100
bulk_c132,,Other,2013-01-04,f3,FALSE,,bulk_l32,100,0,FALSE,FALSE,0,,0,100
bulk_c133,,Other,2013-01-04,f3,FALSE,,bulk_l33,100,0,FALSE,FALSE,0,,0,100
bulk_c134,,Other,2013-01-04,f3,FALSE,,bulk_l34,100,0,FALSE,FALSE,0,,0,100
bulk_c135,,Other,2013-01-04,f3,FALSE,,bulk_l35,100,0,FALSE,FALSE,0,,0,100
bulk_c136,,Other,2013-01-04,f3,FALSE,,bulk_l36,100,0,FALSE,FALSE,0,,0,100
bulk_c137,,Other,2013-01-04,f3,FALSE,,bulk_l37,100,0,FALSE,FALSE,0,,0,100
bulk_c138,,Other,2013-01-04,f3,FALSE,,bulk_l38,100,0,FALSE,FALSE,0,,0,100
bulk_c139,,Other,2013-01-04,f3,FALSE,,bulk_l39,100,0,FALSE,FALSE,0,,0,100
bulk_c140,,Other,2013-01-04,f3,FALSE,,bulk_l40,100,0,FALSE,FALSE,0,,0,100
bulk_c141,,Other,2013-01-04,f3,FALSE,,bulk_l41,100,0,FALSE,FALSE,0,,0,100
bulk_c142,,Other,2013-01-04,f3,FALSE,,bulk_l42,100,0,FALSE,FALSE,0,,0,100
bulk_c143,,Other,2013-01-04,f3,FALSE,,bulk_l43,100,0,FALSE,FALSE,0,,0,100
bulk_c144,,Other,2013-01-04,f3,FALSE,,bulk_l44,100,0,FALSE,FALSE,0,,0,100
bulk_c145,,Other,2013-01-04,f3,FALSE,,bulk_l45,100,0,FALSE,FALSE,0,,0,100
bulk_c146,,Other,2013-01-04,f3,FALSE,,bulk_l46,100,0,FALSE,FALSE,0,,0,100
bulk_c147,,Other,2013-01-04,f3,FALSE,,bulk_l47,100,0,FALSE,FALSE,0,,0,100
bulk_c148,,Other,2013-01-04,f3,FALSE,,bulk_l48,100,0,FALSE,FALSE,0,,0,100
bulk_c149,,Other,2013-01-04,f3,FALSE,,bulk_l49,100,0,FALSE,FALSE,0,,0,100
bulk_c150,,Other,2013-01-04,f3,FALSE,,bulk_l50,100,0,FALSE,FALSE,0,,0,100
bulk_c151,,Other,2013-01-04,f3,FALSE,,bulk_l51,100,0,FALSE,FALSE,0,,0,100
bulk_c152,,Other,2013-01-04,f3,FALSE,,bulk_l52,100,0,FALSE,FALSE,0,,0,100
bulk_c153,,Other,2013-01-04,f3,FALSE,,bulk_l53,100,0,FALSE,FALSE,0,,0,100
bulk_c154,,Other,2013-01-04,f3,FALSE,,bulk_l54,100,0,FALSE,FALSE,0,,0,100
bulk_c155,,Other,2013-01-04,f3,FALSE,,bulk_l55,100,0,FALSE,FALSE,0,,0,100
bulk_c156,,Other,2013-01-04,f3,FALSE,,bulk_l56,100,0,FALSE,FALSE,0,,0,100
bulk_c157,,Other,2013-01-04,f3,FALSE,,bulk_l57,100,0,FALSE,FALSE,0,,0,100
bulk_c158,,Other,2013-01-04,f3,FALSE,,bulk_l58,100,0,FALSE,FALSE,0,,0,100
bulk_c159,,Other,2013-01-04,f3,FALSE,,bulk_l59,100,0,FALSE,FALSE,0,,0,100
bulk_c160,,Other,2013-01-04,f3,FALSE,,bulk_l60,100,0,FALSE,FALSE,0,,0,100
bulk_c161,,Other,2013-01-04,f3,FALSE,,bulk_l61,100,0,FALSE,FALSE,0,,0,100
bulk_c162,,Other,2013-01-04,f3,FALSE,,bulk_l62,100,0,FALSE,FALSE,0,,0,100
bulk_c163,,Other,2013-01-04,f3,FALSE,,bulk_l63,100,0,FALSE,FALSE,0,,0,100
bulk_c164,,Other,2013-01-04,f3,FALSE,,bulk_l64,100,0,FALSE,FALSE,0,,0,100
bulk_c165,,Other,2013-01-04,f3,FALSE,,bulk_l65,100,0,FALSE,FALSE,0,,0,100
bulk_c166,,Other,2013-01-04,f3,FALSE,,bulk_l66,100,0,FALSE,FALSE,0,,0,100
bulk_c167,,Other,2013-01-04,f3,FALSE,,bulk_l67,100,0,FALSE,FALSE,0,,0,100
bulk_c168,,Other,2013-01-04,f3,FALSE,,bulk_l68,100,0,FALSE,FALSE,0,,0,100
bulk_c169,,Other,2013-01-04,f3,FALSE,,bulk_l69,100,0,FALSE,FALSE,0,,0,100
bulk_c170,,Other,2013-01-04,f3,FALSE,,bulk_l70,100,0,FALSE,FALSE,0,,0,100
bulk_c171,,Other,2013-01-04,f3,FALSE,,bulk_l71,100,0,FALSE,FALSE,0,,0,100
bulk_c172,,Other,2013-01-04,f3,FALSE,,bulk_l72,100,0,FALSE,FALSE,0,,0,100
bulk_c173,,Other,2013-01-04,f3,FALSE,,bulk_l73,100,0,FALSE,FALSE,0,,0,100
bulk_c174,,Other,2013-01-04,f3,FALSE,,bulk_l74,100,0,FALSE,FALSE,0,,0,100
bulk_c175,,Other,2013-01-04,f3,FALSE,,bulk_l75,100,0,FALSE,FALSE,0,,0,100
bulk_c176,,Other,2013-01-04,f3,FALSE,,bulk_l76,100,0,FALSE,FALSE,0,,0,100
bulk_c177,,Other,2013-01-04,f3,FALSE,,bulk_l77,100,0,FALSE,FALSE,0,,0,100
bulk_c178,,Other,2013-01-04,f3,FALSE,,bulk_l78,100,0,FALSE,FALSE,0,,0,100
bulk_c179,,Other,2013-01-04,f3,FALSE,,bulk_l79,100,0,FALSE,FALSE,0,,0,100
bulk_c180,,Other,2013-01-04,f3,FALSE,,bulk_l80,100,0,FALSE,FALSE,0,,0,100
bulk_c181,,Other,2013-01-04,f3,FALSE,,bulk_l81,100,0,FALSE,FALSE,0,,0,100
bulk_c182,,Other,2013-01-04,f3,FALSE,,bulk_l82,100,0,FALSE,FALSE,0,,0,100
bulk_c183,,Other,2013-01-04,f3,FALSE,,bulk_l83,100,0,FALSE,FALSE,0,,0,100
bulk_c184,,Other,2013-01-04,f3,FALSE,,bulk_l84,100,0,FALSE,FALSE,0,,0,100
bulk_c185,,Other,2013-01-04,f3,FALSE,,bulk_l85,100,0,FALSE,FALSE,0,,0,100
bulk_c186,,Other,2013-01-04,f3,FALSE,,bulk_l86,100,0,FALSE,FALSE,0,,0,100
bulk_c187,,Other,2013-01-04,f3,FALSE,,bulk_l87,100,0,FALSE,FALSE,0,,0,100
bulk_c188,,Other,2013-01-04,f3,FALSE,,bulk_l88,100,0,FALSE,FALSE,0,,0,100
bulk_c189,,Other,2013-01-04,f3,FALSE,,bulk_l89,100,0,FALSE,FALSE,0,,0,100
bulk_c190,,Other,2013-01-04,f3,FALSE,,bulk_l90,100,0,FALSE,FALSE,0,,0,100
bulk_c191,,Other,2013-01-04,f3,FALSE,,bulk_l91,100,0,FALSE,FALSE,0,,0,100
bulk_c192,,Other,2013-01-04,f3,FALSE,,bulk_l92,100,0,FALSE,FALSE,0,,0,100
bulk_c193,,Other,2013-01-04,f3,FALSE,,bulk_l93,100,0,FALSE,FALSE,0,,0,100
bulk_c194,,Other,2013-01-04,f3,FALSE,,bulk_l94,100,0,FALSE,FALSE,0,,0,100
bulk_c195,,Other,2013-01-04,f3,FALSE,,bulk_l95,100,0,FALSE,FALSE,0,,0,100
bulk_c196,,Other,2013-01-04,f3,FALSE,,bulk_l96,100,0,FALSE,FALSE,0,,0,100
bulk_c197,,Other,2013-01-04,f3,FALSE,,bulk_l97,100,0,FALSE,FALSE,0,,0,100
bulk_c198,,Other,2013-01-04,f3,FALSE,,bulk_l98,100,0,FALSE,FALSE,0,,0,100
bulk_c199,,Other,2013-01-04,f3,FALSE,,bulk_l99,100,0,FALSE,FALSE,0,,0,100
bulk_c200,,Other,2013-01-04,f3,FALSE,,bulk_l100,100,0,FALSE,FALSE,0,,0,100
